***********************************************************
[INFO] TRAINING ON RANDOM INSTANCES: Portfolio
[INFO] n_items: 20
[INFO] lambda_1: 1
[INFO] lambda_2: 5
[INFO] lambda_3: 5
[INFO] lambda_4: 5
[INFO] capacity_ratio: 0.500000
[INFO] seed: 1
***********************************************************
[INFO] TRAINING PARAMETERS
[INFO] algorithm: DQN
[INFO] batch_size: 64
[INFO] learning_rate: 0.000010
[INFO] hidden_layer: 2
[INFO] latent_dim: 128
[INFO] softmax_beta: 2
[INFO] n_step: -1
***********************************************************
***********************************************************
[INFO] NUMBER OF FEATURES
[INFO] n_feat: 9
***********************************************************
[BEST-RANDOM] 256.34225659279497
[AVG-RANDOM] -3.832765364809714
[WORST-RANDOM] -293.2540440432206
[INFO] Memory Initialized
[INFO] iter time avg_reward_learning loss avg_max_probability beta
[DATA] 0 168.46 0.0 0.48950000000000005 0.5 0.0
[DATA] 10 182.59 52.128550560501004 0.2599 0.601018238067627 0.0036
[DATA] 20 196.34 52.128550560501004 0.2345 0.5275526285171509 0.0076
[DATA] 30 210.13 52.128550560501004 0.2147 0.5041011 0.0116
[DATA] 40 223.88 52.128550560501004 0.21949999999999997 0.5055152 0.0156
[DATA] 50 237.6 50.434633859903805 0.1968 0.5069293 0.0196
[DATA] 60 250.44 31.606772299015788 0.20670000000000005 0.5575087904930115 0.0236
[DATA] 70 262.87 48.223045258873405 0.20789999999999997 0.5832932829856873 0.0276
[DATA] 80 276.6 24.47653033614638 0.213 0.5356119245290756 0.0316
[DATA] 90 290.75 39.214121649390535 0.20490000000000003 0.561325466632843 0.0356
[DATA] 100 304.53 16.725725360799103 0.20879999999999999 0.5625973701477051 0.0396
[DATA] 200 392.43 52.00905800300152 0.20240000000000002 0.6696792304515838 0.0796
[DATA] 300 482.08 52.52690865405004 0.20750000000000002 0.5879660248756409 0.1196
[DATA] 400 571.84 52.128550560501004 0.1754 0.5783793240785599 0.1596
[DATA] 500 662.24 44.9279077871936 0.19040000000000004 0.6130939245223999 0.1996
[DATA] 600 753.22 52.128550560501004 0.1774 0.58391005 0.2396
[DATA] 700 844.17 52.128550560501004 0.1802 0.6780683040618897 0.2796
[DATA] 800 925.98 92.9916048169388 0.1855 0.6499994665384292 0.3196
[DATA] 900 1011.24 112.20443451003231 0.18270000000000003 0.6807967603206635 0.3596
[DATA] 1000 1098.35 97.33384187193698 0.17970000000000003 0.6376363 0.3996
[DATA] 1100 1193.22 52.75492127625976 0.19099999999999995 0.755421707034111 0.4396
[DATA] 1200 1284.66 73.46920231452856 0.1824 0.66334945 0.4796
[DATA] 1300 1376.76 54.23696165104271 0.17240000000000003 0.7244837731122971 0.5196
[DATA] 1400 1469.75 51.37690916226242 0.1781 0.719317501783371 0.5596
[DATA] 1500 1558.62 48.724075861593136 0.17750000000000002 0.8050906956195831 0.5996
[DATA] 1600 1653.44 76.20352002410489 0.16270000000000004 0.8415338486433029 0.6396
[DATA] 1700 1738.61 103.60824653723174 0.17060000000000003 0.7925064235925674 0.6796
[DATA] 1800 1820.23 87.67728495561026 0.16379999999999997 0.8539849758148194 0.7196
[DATA] 1900 1915.69 93.64850814549916 0.17219999999999996 0.7581317067146301 0.7596
[DATA] 2000 2008.94 117.19554893285202 0.16880000000000003 0.8291912287473678 0.7996
[DATA] 2100 2090.94 119.94507064519232 0.1788 0.8247032672166824 0.8396
[DATA] 2200 2183.96 96.35998517205239 0.1749 0.820999601483345 0.8796
[DATA] 2300 2276.75 81.3068901885833 0.18069999999999997 0.8715525597333909 0.9196
[DATA] 2400 2365.33 139.08240194094927 0.15869999999999998 0.8055203795433045 0.9596
[DATA] 2500 2449.99 85.16901914147114 0.16180000000000003 0.8728214383125306 0.9996
[DATA] 2600 2536.9 103.94046465839773 0.15650000000000003 0.878508672118187 1.0396
[DATA] 2700 2624.19 178.63589283335494 0.15430000000000002 0.8572283297777176 1.0796
[DATA] 2800 2717.14 73.15689403142814 0.14730000000000004 0.87225920855999 1.1196
[DATA] 2900 2801.44 182.71741571127404 0.1543 0.8700194746255875 1.1596
[DATA] 3000 2885.66 98.37269582604242 0.1441 0.8915530711412429 1.1996
[DATA] 3100 2974.9 142.25042926107298 0.13689999999999997 0.8892536610364914 1.2396
[DATA] 3200 3065.84 101.22084788651037 0.145 0.9085559546947479 1.2796
[DATA] 3300 3149.56 175.03381158431225 0.1377 0.9263096451759338 1.3196
[DATA] 3400 3233.03 175.0687816261535 0.1385 0.917090168595314 1.3596
[DATA] 3500 3316.76 191.8209707424156 0.14589999999999997 0.9028880774974823 1.3996
[DATA] 3600 3408.71 207.12516998488562 0.13809999999999997 0.8960637748241425 1.4396
[DATA] 3700 3496.11 202.53059645053224 0.1396 0.9011522382497787 1.4796
[DATA] 3800 3587.1 105.43809362183622 0.142 0.9321263164281846 1.5196
[DATA] 3900 3678.12 208.98405305842104 0.1309 0.9106767237186432 1.5596
[DATA] 4000 3766.82 229.07321761713865 0.12669999999999998 0.9151260912418365 1.5996
[DATA] 4100 3852.78 209.1725320588959 0.12430000000000001 0.9148967325687408 1.6396
[DATA] 4200 3946.0 185.9768654051707 0.12830000000000003 0.9149253 1.6796
[DATA] 4300 4035.72 236.99470455498545 0.1335 0.9313423931598663 1.7196
[DATA] 4400 4122.9 252.91042845455596 0.1303 0.9233282 1.7596
[DATA] 4500 4215.21 232.78287677171505 0.13009999999999997 0.9345143407583236 1.7996
[DATA] 4600 4301.33 241.85297368542928 0.1298 0.9344155013561248 1.8396
[DATA] 4700 4390.08 239.5105700851867 0.12879999999999997 0.93451184 1.8796
[DATA] 4800 4478.3 190.79675876909786 0.12249999999999998 0.9378899 1.9196
[DATA] 4900 4568.14 221.61824210006012 0.11800000000000001 0.9411047 1.9596
[DATA] 5000 4658.62 269.79284002647455 0.11499999999999999 0.94416285 1.9996
[DATA] 5100 4749.68 216.971176943057 0.12730000000000002 0.94419277 2
[DATA] 5200 4838.28 244.5301921104106 0.1126 0.9469831377267838 2
[DATA] 5300 4927.98 229.9929823898322 0.10420000000000001 0.9525638550519944 2
[DATA] 5400 5014.28 207.7801687605992 0.10950000000000001 0.9469831466674805 2
[DATA] 5500 5098.4 234.09418753779013 0.10029999999999999 0.94419277 2
[DATA] 5600 5187.74 270.74181950393364 0.113 0.94419277 2
[DATA] 5700 5277.45 254.40264572972734 0.1046 0.94419277 2
[DATA] 5800 5367.1 274.06668465137386 0.09809999999999998 0.94419277 2
[DATA] 5900 5459.88 264.66730978336966 0.1018 0.94419277 2
[DATA] 6000 5552.01 281.35054341625744 0.1003 0.952563863992691 2
[DATA] 6100 5639.23 270.7704989165383 0.0922 0.94419277 2
[DATA] 6200 5725.54 279.5560792255049 0.0961 0.94419277 2
[DATA] 6300 5806.81 263.5377281824639 0.095 0.94419277 2
[DATA] 6400 5896.17 278.9541253313926 0.0908 0.94419277 2
[DATA] 6500 5986.67 280.64374309175236 0.08670000000000003 0.9497734904289246 2
[DATA] 6600 6073.41 272.2887198847717 0.0895 0.9609349429607391 2
[DATA] 6700 6165.99 289.9955388315877 0.08689999999999999 0.94419277 2
[DATA] 6800 6256.36 283.3231116353698 0.0833 0.94419277 2
[DATA] 6900 6346.08 284.2352254881145 0.08520000000000001 0.9525638580322265 2
[DATA] 7000 6435.64 289.86456427045664 0.08320000000000002 0.9469831317663193 2
[DATA] 7100 6522.67 287.45657328819243 0.0849 0.94419277 2
[DATA] 7200 6602.99 292.7838574693339 0.07530000000000002 0.94419277 2
[DATA] 7300 6694.74 295.6125885770909 0.07500000000000001 0.9525638550519944 2
[DATA] 7400 6779.82 288.7203755175134 0.07609999999999999 0.94419277 2
[DATA] 7500 6859.03 278.4871668932577 0.0746 0.94419277 2
[DATA] 7600 6946.54 267.7503891913718 0.07170000000000001 0.94419277 2
[DATA] 7700 7037.2 267.8514945484522 0.07559999999999999 0.94419277 2
[DATA] 7800 7126.52 288.75320271703794 0.07400000000000001 0.94419277 2
[DATA] 7900 7213.27 293.2940884698929 0.06849999999999999 0.9609349399805069 2
[DATA] 8000 7300.48 290.63631828981227 0.07740000000000001 0.9497734934091568 2
[DATA] 8100 7385.47 304.10001567406596 0.0694 0.94419277 2
[DATA] 8200 7475.66 303.8304491015865 0.0654 0.9497734934091568 2
[DATA] 8300 7566.65 263.4707108632117 0.07039999999999999 0.94419277 2
[DATA] 8400 7654.56 293.31820009409086 0.07419999999999999 0.9497735023498535 2
[DATA] 8500 7744.84 297.7083837445038 0.07360000000000001 0.94419277 2
[DATA] 8600 7833.33 273.16314867951786 0.07730000000000001 0.94419277 2
[DATA] 8700 7923.01 290.06583806157136 0.07350000000000001 0.949773496389389 2
[DATA] 8800 8012.15 271.5327145986102 0.0717 0.94419277 2
[DATA] 8900 8101.94 300.79019398787074 0.07229999999999999 0.94419277 2
[DATA] 9000 8190.61 250.2130075054438 0.0733 0.9469831317663193 2
[DATA] 9100 8277.78 302.92375531715794 0.0707 0.94419277 2
[DATA] 9200 8362.98 299.93591375906806 0.0673 0.94419277 2
[DATA] 9300 8450.11 293.982018425379 0.0672 0.9469831317663193 2
[DATA] 9400 8532.4 305.8200991796179 0.0696 0.9553542166948319 2
[DATA] 9500 8615.94 299.06367182398407 0.07459999999999999 0.94419277 2
[DATA] 9600 8708.36 300.12608105835426 0.07390000000000001 0.9553542226552963 2
[DATA] 9700 8799.52 301.65518800319484 0.0729 0.9469831436872482 2
[DATA] 9800 8885.97 306.45149802732334 0.06789999999999999 0.9497735053300858 2
[DATA] 9900 8973.63 303.8718202445766 0.0694 0.94419277 2
