***********************************************************
[INFO] TRAINING ON RANDOM INSTANCES: KNAPSACK
[INFO] n_items: 100
[INFO] lambda_1: 1
[INFO] lambda_2: 5
[INFO] lambda_3: 5
[INFO] lambda_4: 5
[INFO] capacity_ratio: 0.500000
[INFO] seed: 1
***********************************************************
[INFO] TRAINING PARAMETERS
[INFO] algorithm: PPO
[INFO] learning_rate: 0.000100
[INFO] eps_clip: 0.100000
[INFO] entropy_value: 0.001000
[INFO] hidden_layer: 2
[INFO] k_epochs: 4
[INFO] batch_size: 64
[INFO] update_timestep: 2048
[INFO] latent_dim: 128
***********************************************************
***********************************************************
[INFO] NUMBER OF FEATURES
[INFO] n_feat: 9
***********************************************************
[BEST-RANDOM] 1842.1807860394224
[AVG-RANDOM] 1392.4684505215407
[WORST-RANDOM] 867.3170027140189
[GREEDY-MEAN] 2431.7639064749756
[GREEDY-DEVIATION] 1465.666813809151
[GREEDY-SKEWNESS] 2141.244750810256
[GREEDY-KURTOSIS] 1019.5392946606959
[INFO] iter time avg_reward_learning loss
[DATA] 0 32.66 1439.6396294400586 None
[DATA] 10 68.83 1398.5363126237164 None
[DATA] 20 108.07 1389.977012046348 None
[DATA] 30 143.69 1442.744532391058 None
[DATA] 40 183.54 1491.2845185883143 None
[DATA] 50 219.38 1482.3972590069136 None
[DATA] 60 255.39 1488.5487902688726 None
[DATA] 70 295.58 1455.502609370035 None
[DATA] 80 331.79 1458.0848457452937 None
[DATA] 90 370.54 1459.295243250457 None
[DATA] 100 406.02 1473.8611462175606 None
[DATA] 200 490.8 1502.5073925041538 None
[DATA] 300 577.66 1511.9384393870444 None
[DATA] 400 665.04 1524.6826420593952 None
[DATA] 500 749.02 1521.1071036402907 None
[DATA] 600 837.19 1516.7335945727723 None
[DATA] 700 923.56 1513.2458961018713 None
[DATA] 800 1009.11 1489.830294065977 None
[DATA] 900 1090.93 1532.5134420014274 None
[DATA] 1000 1173.18 1530.4442987701668 None
[DATA] 1100 1256.56 1524.1324539170191 None
[DATA] 1200 1340.0 1542.9809744137458 None
[DATA] 1300 1425.28 1556.6249610458183 None
[DATA] 1400 1508.9 1543.395703424526 None
[DATA] 1500 1595.31 1540.7259482153709 None
[DATA] 1600 1678.79 1509.2851262668314 None
[DATA] 1700 1763.13 1572.1094733228465 None
[DATA] 1800 1841.78 1556.2366589394028 None
[DATA] 1900 1925.55 1556.6565898848066 None
[DATA] 2000 2013.63 1555.488817075941 None
[DATA] 2100 2099.76 1527.1966618820525 None
[DATA] 2200 2181.83 1551.9543346092103 None
[DATA] 2300 2268.45 1539.6177334573063 None
[DATA] 2400 2354.23 1540.698520073357 None
[DATA] 2500 2440.35 1576.6485469866634 None
[DATA] 2600 2525.86 1555.0458249686117 None
[DATA] 2700 2607.21 1549.873734921682 None
[DATA] 2800 2690.03 1590.3937836588616 None
[DATA] 2900 2772.55 1568.492184505306 None
[DATA] 3000 2857.84 1538.4999362856345 None
[DATA] 3100 2944.43 1557.0227807650206 None
[DATA] 3200 3026.91 1533.7643309977689 None
[DATA] 3300 3111.89 1556.9076545382175 None
[DATA] 3400 3197.24 1534.6294075157984 None
[DATA] 3500 3280.03 1571.9177670629497 None
[DATA] 3600 3364.95 1559.155880769534 None
[DATA] 3700 3450.3 1566.6068234577363 None
[DATA] 3800 3534.06 1555.5990558756937 None
[DATA] 3900 3620.46 1520.7766165932665 None
[DATA] 4000 3705.93 1543.8427825783479 None
[DATA] 4100 3789.99 1558.1777746244181 None
[DATA] 4200 3876.69 1537.911246524179 None
[DATA] 4300 3960.53 1572.6108154072706 None
[DATA] 4400 4038.95 1567.1033727099846 None
[DATA] 4500 4122.83 1539.3499817078957 None
[DATA] 4600 4208.62 1554.4974082171161 None
[DATA] 4700 4291.8 1533.5638617727882 None
[DATA] 4800 4377.52 1571.6260894235288 None
[DATA] 4900 4461.43 1559.1686490120087 None
[DATA] 5000 4543.64 1570.989338558271 None
[DATA] 5100 4629.24 1564.5295927999675 None
[DATA] 5200 4709.4 1582.4955001311373 None
[DATA] 5300 4792.47 1586.9648216563342 None
[DATA] 5400 4878.95 1564.722030660624 None
[DATA] 5500 4967.4 1575.243168314928 None
[DATA] 5600 5055.67 1580.6545596059377 None
[DATA] 5700 5140.59 1540.4570795522222 None
[DATA] 5800 5226.65 1559.3763077931349 None
[DATA] 5900 5311.66 1555.373161546022 None
[DATA] 6000 5397.06 1568.7145252428768 None
[DATA] 6100 5478.9 1582.6199946971851 None
[DATA] 6200 5562.53 1555.1958304532614 None
