***********************************************************
[INFO] TRAINING ON RANDOM INSTANCES: Portfolio
[INFO] n_items: 100
[INFO] lambda_1: 1
[INFO] lambda_2: 5
[INFO] lambda_3: 5
[INFO] lambda_4: 5
[INFO] capacity_ratio: 0.500000
[INFO] seed: 1
***********************************************************
[INFO] TRAINING PARAMETERS
[INFO] algorithm: DQN
[INFO] batch_size: 32
[INFO] learning_rate: 0.000010
[INFO] hidden_layer: 2
[INFO] latent_dim: 128
[INFO] softmax_beta: 2
[INFO] n_step: -1
***********************************************************
***********************************************************
[INFO] NUMBER OF FEATURES
[INFO] n_feat: 9
***********************************************************
[BEST-RANDOM] 1832.4704511629877
[AVG-RANDOM] 1394.4501827138959
[WORST-RANDOM] 859.0552644039982
[INFO] Memory Initialized
[INFO] iter time avg_reward_learning loss avg_max_probability beta
[DATA] 0 1779.41 0.0 30.633699999999994 0.515 0.0
[DATA] 10 1843.52 1423.3141703328042 3.6106000000000003 0.541170973777771 0.0036
[DATA] 20 1911.78 1019.1862041439189 3.5555999999999996 0.5026869 0.0076
[DATA] 30 1978.13 1429.3152086975454 3.3569999999999993 0.5933629488945007 0.0116
[DATA] 40 2041.99 0.0 3.3804000000000007 0.50551516 0.0156
[DATA] 50 2107.44 0.0 3.2833999999999994 0.5069292 0.0196
[DATA] 60 2172.06 1423.9635610574883 3.1952000000000007 0.552592214345932 0.0236
[DATA] 70 2240.04 1436.80048685745 3.1421999999999994 0.553878710269928 0.0276
[DATA] 80 2305.78 1423.163772568174 3.0918999999999985 0.5111703 0.0316
[DATA] 90 2374.18 1413.6738159983342 3.0591000000000017 0.5125838 0.0356
[DATA] 100 2441.81 1423.6546122817804 3.090200000000002 0.5966175675392151 0.0396
[DATA] 200 2844.14 1458.9254974943053 2.9972 0.5705829960107803 0.0796
[DATA] 300 3249.27 1416.6217805095698 2.9807000000000006 0.5559187787771225 0.1196
[DATA] 400 3665.2 1408.9036201390584 2.8343 0.5650649976730346 0.1596
[DATA] 500 4077.72 1452.773300367472 2.6561999999999992 0.6130939316749573 0.1996
[DATA] 600 4484.48 1460.7191450459102 2.524000000000001 0.6546453493833542 0.2396
[DATA] 700 4878.71 1435.6812307053738 2.2889999999999997 0.6257543808221817 0.2796
[DATA] 800 5292.46 1468.2646651626603 2.0970000000000004 0.6227772074937821 0.3196
[DATA] 900 5700.66 1552.0029963664645 2.1937 0.6883074277639389 0.3596
[DATA] 1000 6112.26 1470.6357073162255 2.2657999999999987 0.6847435289621353 0.3996
[DATA] 1100 6518.11 1548.881634298218 2.3603000000000005 0.6890361666679382 0.4396
[DATA] 1200 6922.42 1561.7829835632965 2.2733999999999996 0.7340461230278015 0.4796
[DATA] 1300 7325.4 1565.6348762070775 2.425399999999999 0.7471733450889587 0.5196
[DATA] 1400 7730.51 1559.4565800631033 2.3621000000000003 0.772335307598114 0.5596
[DATA] 1500 8139.79 1477.1988766586726 2.300399999999998 0.7511158162355422 0.5996
[DATA] 1600 8547.6 185.2701904448653 2.2950000000000004 0.7695037800073624 0.6396
[DATA] 1700 8953.76 1567.5305543891134 2.3059000000000003 0.7786735147237778 0.6796
[DATA] 1800 9357.77 1571.0338786748925 2.2473 0.7902693206071854 0.7196
[DATA] 1900 9776.64 1548.8854936849136 2.1995000000000013 0.8065053528547287 0.7596
[DATA] 2000 10183.51 1532.6699932284305 2.1167999999999996 0.8487122267484665 0.7996
[DATA] 2100 10590.92 1553.2653136449446 2.0904000000000003 0.8410642963647842 0.8396
[DATA] 2200 10984.89 1540.0078189451542 2.0780999999999996 0.8478496658802033 0.8796
[DATA] 2300 11381.03 1541.7910780511818 2.0443999999999996 0.8522854417562484 0.9196
[DATA] 2400 11798.6 1571.2688717101346 2.0315999999999996 0.8382748466730118 0.9596
[DATA] 2500 12209.52 1571.1013477943204 1.9602999999999993 0.8747780257463456 0.9996
[DATA] 2600 12633.89 1568.3964245720533 1.9692000000000003 0.8803777772188187 1.0396
[DATA] 2700 13039.93 1569.944265981309 1.9088999999999994 0.8679362088441849 1.0796
[DATA] 2800 13455.73 1568.4308524275382 1.8102999999999994 0.8909945261478424 1.1196
[DATA] 2900 13879.57 1473.5173522738603 1.7345 0.8846422332525253 1.1596
[DATA] 3000 14290.91 1567.4720170731835 1.8162000000000003 0.8962007892131806 1.1996
[DATA] 3100 14706.9 1562.177442640762 1.8185 0.9084496879577637 1.2396
[DATA] 3200 15123.76 1514.6303213735675 1.7921000000000005 0.916996939778328 1.2796
[DATA] 3300 15528.69 1570.6830272559027 1.8063999999999998 0.9062122684717179 1.3196
[DATA] 3400 15939.98 1569.7842373037583 1.9237999999999995 0.9234678494930267 1.3596
[DATA] 3500 16353.93 1568.410992912038 1.8034000000000003 0.9380911380052567 1.3996
[DATA] 3600 16763.55 1562.0042157341068 1.7549 0.9249349457025527 1.4396
[DATA] 3700 17169.64 1543.288885826744 1.7657999999999998 0.9297082614898682 1.4796
[DATA] 3800 17571.88 1565.8605563381038 1.6937 0.9415242183208465 1.5196
[DATA] 3900 17976.94 1571.4253436037193 1.5595000000000008 0.9464060324430466 1.5596
[DATA] 4000 18381.03 1562.2225310832955 1.5922000000000007 0.94530348777771 1.5996
[DATA] 4100 18779.95 1571.0338786748925 1.5559000000000005 0.9435630959272384 1.6396
[DATA] 4200 19178.26 1571.0338786748925 1.5647000000000006 0.9498059487342835 1.6796
[DATA] 4300 19592.61 1571.0338786748925 1.4466000000000003 0.956382229924202 1.7196
[DATA] 4400 19999.2 1571.0338786748925 1.4529000000000003 0.9493965858221054 1.7596
[DATA] 4500 20396.33 1571.0338786748925 1.3740999999999997 0.9614362263679505 1.7996
[DATA] 4600 20796.9 1571.0338786748925 1.3578999999999997 0.9627203869819642 1.8396
[DATA] 4700 21198.65 1570.3616162298451 1.3371000000000002 0.9626717627048492 1.8796
[DATA] 4800 21600.64 1566.0705219306733 1.3457999999999997 0.961491755247116 1.9196
[DATA] 4900 22002.38 1571.0338786748925 1.3383000000000003 0.9687854725122452 1.9596
[DATA] 5000 22407.6 1571.0338786748925 1.3421999999999992 0.9698480021953583 1.9996
[DATA] 5100 22803.91 1571.0338786748925 1.3391999999999997 0.968189885020256 2
[DATA] 5200 23212.97 1571.5433592783304 1.3392000000000002 0.9642833745479584 2
[DATA] 5300 23617.73 1500.9704239924417 1.2560999999999998 0.9603768700361252 2
[DATA] 5400 24015.63 1555.2620297522267 1.2004000000000004 0.9665156650543213 2
[DATA] 5500 24418.77 1570.2083548061062 1.243800000000001 0.9676318103075028 2
[DATA] 5600 24815.94 1571.0338786748925 1.2138 0.9681898808479309 2
[DATA] 5700 25210.44 1571.0338786748925 1.2255 0.969306024312973 2
[DATA] 5800 25609.91 1571.0338786748925 1.3248 0.9715383154153824 2
[DATA] 5900 26010.44 1569.2326042055918 1.3183999999999998 0.9693060249090195 2
[DATA] 6000 26420.91 1571.0338786748925 1.3305 0.9681898808479309 2
