***********************************************************
[INFO] TRAINING ON RANDOM INSTANCES: TSPTW
[INFO] n_city: 50
[INFO] grid_size: 100
[INFO] max_tw_gap: 10
[INFO] max_tw_size: 100
***********************************************************
[INFO] TRAINING PARAMETERS
[INFO] Algorithm: PPO
[INFO] learning rate: 0.000100
[INFO] eps_clip: 0.100000
[INFO] entropy_value: 0.001000
[INFO] hidden_layer: 4
[INFO] k_epochs: 3
[INFO] batch_size: 64
[INFO] update_timestep: 2048
[INFO] latent_dim: 128
***********************************************************
***********************************************************
[INFO] NUMBER OF FEATURES
[INFO] n_node_feat: 6
[INFO] n_edge_feat: 5
***********************************************************
[INFO] iter time avg_reward_learning
[DATA] 0 6.99 0.9582635915280382
[DATA] 10 15.55 1.0231013906521875
[DATA] 20 23.52 1.039706065251459
[DATA] 30 31.46 1.0332692367972691
[DATA] 40 39.19 1.0320567987055302
[DATA] 50 46.71 0.988224800806332
[DATA] 60 54.19 1.007168572221659
[DATA] 70 61.7 1.0118499884423304
[DATA] 80 69.55 1.0451360637828115
[DATA] 90 77.01 1.00983233839518
[DATA] 100 84.65 1.0138149733611448
[DATA] 200 99.1 0.987522837306613
[DATA] 300 113.93 1.0782883685563174
[DATA] 400 128.46 1.008835691348558
[DATA] 500 166.64 1.0923654652170611
[DATA] 600 181.84 1.0253924967659267
[DATA] 700 197.0 1.0419856709700523
[DATA] 800 212.01 1.053300001335045
[DATA] 900 249.64 1.0814016437772056
[DATA] 1000 266.04 1.1837475924678258
[DATA] 1100 282.83 1.1252546493135667
[DATA] 1200 298.77 1.166032552442428
[DATA] 1300 337.6 1.1722731066440137
[DATA] 1400 355.04 1.199122350780038
[DATA] 1500 373.26 1.3164505192787574
[DATA] 1600 391.29 1.2626836247596736
[DATA] 1700 431.81 1.3119247172982076
[DATA] 1800 451.34 1.4003076880838123
[DATA] 1900 470.27 1.3376252336465608
[DATA] 2000 512.91 1.541976105886245
[DATA] 2100 534.86 1.7145627540809136
[DATA] 2200 557.32 1.6675124448180805
[DATA] 2300 603.41 1.8369599734315218
[DATA] 2400 627.96 1.8662521206730474
[DATA] 2500 653.73 1.8952338060084524
[DATA] 2600 704.55 2.2053565842407092
[DATA] 2700 732.99 2.1165287400651986
[DATA] 2800 787.72 2.522793502357079
[DATA] 2900 822.0 2.612630147140816
[DATA] 3000 881.86 2.9016421173050473
[DATA] 3100 942.87 3.1805491057792095
[DATA] 3200 984.27 3.1478111917759763
[DATA] 3300 1051.73 3.3794611172873523
[DATA] 3400 1118.52 3.4958512620751514
[DATA] 3500 1191.51 4.1612076707226455
[DATA] 3600 1268.94 4.430485324048982
[DATA] 3700 1349.86 4.823743190230515
[DATA] 3800 1435.73 5.088418432725398
[DATA] 3900 1526.79 5.51293719897634
[DATA] 4000 1621.94 5.808487895712608
[DATA] 4100 1727.54 6.786492685172316
[DATA] 4200 1865.78 7.6140668871762935
[DATA] 4300 2010.98 8.16978741596061
[DATA] 4400 2139.51 8.494354386570642
[DATA] 4500 2295.53 8.897225524309626
[DATA] 4600 2462.7 9.911882957323158
[DATA] 4700 2629.11 9.760105940814285
[DATA] 4800 2801.77 10.28311386623468
[DATA] 4900 2999.97 10.61943402355444
[DATA] 5000 3179.6 10.981211697355068
[DATA] 5100 3360.95 10.961059097681368
[DATA] 5200 3564.75 11.115478673993412
[DATA] 5300 3746.92 11.11824702642397
[DATA] 5400 3929.43 11.045588175142743
[DATA] 5500 4133.69 11.151439209190492
[DATA] 5600 4316.38 11.207785489339106
[DATA] 5700 4412.49 5.3470134632831705
[DATA] 5800 4502.48 5.606148557301802
[DATA] 5900 4615.83 5.736528818148717
[DATA] 6000 4707.0 5.764194419208317
[DATA] 6100 4800.03 5.86541594231774
[DATA] 6200 4894.93 6.1158198917753195
[DATA] 6300 4991.9 6.135956293947739
[DATA] 6400 5111.43 6.190578136425152
[DATA] 6500 5209.23 6.340730694170793
[DATA] 6600 5310.73 6.510207686723975
[DATA] 6700 5434.41 6.435948415257074
[DATA] 6800 5535.6 6.608849672730084
[DATA] 6900 5639.91 6.765695438817338
[DATA] 7000 5768.14 7.003961473302637
[DATA] 7100 5873.93 7.06499966821955
[DATA] 7200 5950.34 4.361490002742569
[DATA] 7300 6023.09 4.3359906620674975
[DATA] 7400 6095.71 4.370159695082323
[DATA] 7500 6169.01 4.418644598124816
[DATA] 7600 6242.82 4.45688343448863
[DATA] 7700 6316.28 4.471748766046634
[DATA] 7800 6390.34 4.533592708665084
[DATA] 7900 6443.58 4.525942032503311
[DATA] 8000 6520.0 4.635385255490164
[DATA] 8100 6596.99 4.705324233842862
[DATA] 8200 6676.36 4.868468078223146
[DATA] 8300 6756.26 4.943135610742018
[DATA] 8400 6836.21 4.9626948902263415
[DATA] 8500 6917.85 4.981946675368422
[DATA] 8600 6999.42 5.045800910425928
[DATA] 8700 7080.82 5.043787989549887
[DATA] 8800 7184.65 5.137803106384008
[DATA] 8900 7267.68 5.194589138905865
[DATA] 9000 7351.18 5.22898656647396
[DATA] 9100 7437.3 5.528709118220439
[DATA] 9200 7526.19 5.660495651859249
[DATA] 9300 7614.79 5.648781118746349
[DATA] 9400 7706.39 5.895927381229134
[DATA] 9500 7818.18 5.815214308253285
[DATA] 9600 7909.46 5.955750832320024
[DATA] 9700 8002.06 5.99916923995637
[DATA] 9800 8096.01 6.004370310214039
[DATA] 9900 8190.38 6.197558058319272
[DATA] 10000 8309.7 6.450065730388753
[DATA] 10100 8410.53 6.677423727724118
[DATA] 10200 8533.31 6.746145352684559
[DATA] 10300 8635.82 6.831258540577684
[DATA] 10400 8741.57 7.065620659218349
[DATA] 10500 8872.31 7.3723072269370915
[DATA] 10600 8982.13 7.35575927054982
[DATA] 10700 9116.83 7.747935401486064
[DATA] 10800 9255.28 8.235724775251889
[DATA] 10900 9377.97 8.493768268394632
[DATA] 11000 9524.37 8.769014500373158
[DATA] 11100 9671.38 8.68807271529628
[DATA] 11200 9818.93 8.752593113819875
[DATA] 11300 9968.27 8.881681521030291
[DATA] 11400 10118.82 9.134565974515949
[DATA] 11500 10249.48 9.093663850209353
[DATA] 11600 10405.05 9.466352941389946
[DATA] 11700 10558.22 9.098775982367092
[DATA] 11800 10713.93 9.632365999643087
[DATA] 11900 10876.15 10.040277304753893
[DATA] 12000 11037.66 9.785290018541847
[DATA] 12100 11227.51 10.61312006514076
[DATA] 12200 11399.76 10.81168667008246
[DATA] 12300 11573.24 10.84887268502273
[DATA] 12400 11748.9 11.009465702897533
[DATA] 12500 11941.1 10.795489664977845
[DATA] 12600 12114.7 10.871197390519036
[DATA] 12700 12291.12 11.106884128297338
[DATA] 12800 12489.25 11.27796573464234
[DATA] 12900 12666.18 11.260098008859416
[DATA] 13000 12843.62 11.336136281839465
[DATA] 13100 13042.66 11.290016555966472
[DATA] 13200 13219.97 11.273121290740642
[DATA] 13300 13397.19 11.265172057489131
[DATA] 13400 13596.27 11.32606574104364
[DATA] 13500 13773.81 11.336303915566305
[DATA] 13600 13970.0 10.861255059496468
[DATA] 13700 14143.8 10.836010383757577
[DATA] 13800 14320.2 10.864714500625396
[DATA] 13900 14506.29 11.056399643136878
[DATA] 14000 14713.69 11.350586184928547
[DATA] 14100 14892.47 11.371606749135513
[DATA] 14200 15092.79 11.397517010696562
[DATA] 14300 15271.66 11.385887174749314
[DATA] 14400 15449.95 11.259975772697763
[DATA] 14500 15649.26 11.27646495909904
[DATA] 14600 15827.16 11.277178404853633
[DATA] 14700 16007.03 11.337512860636599
[DATA] 14800 16206.2 11.390180033824134
[DATA] 14900 16384.13 11.417032029288144
[DATA] 15000 16584.22 11.426123629919527
[DATA] 15100 16759.51 10.992753302746554
[DATA] 15200 16932.97 10.694254452178644
[DATA] 15300 17109.35 11.291761291732199
[DATA] 15400 17307.52 11.24379858904901
[DATA] 15500 17484.67 11.28841436620731
[DATA] 15600 17684.21 11.297303005248628
[DATA] 15700 17861.88 11.293958867643198
[DATA] 15800 18037.76 11.163687240402899
[DATA] 15900 18236.68 11.394293800313568
[DATA] 16000 18415.07 11.42102162612795
[DATA] 16100 18593.18 11.409233274275827
[DATA] 16200 18792.87 11.470287915174811
[DATA] 16300 18971.0 11.391622242862722
[DATA] 16400 19139.3 10.449252923792306
[DATA] 16500 19337.75 11.372576821129769
[DATA] 16600 19516.0 11.404310708669213
[DATA] 16700 19694.16 11.43714598063529
[DATA] 16800 19893.8 11.394817494896376
[DATA] 16900 20072.43 11.421606642647534
[DATA] 17000 20272.28 11.449547716200154
[DATA] 17100 20450.61 11.441817360497062
[DATA] 17200 20629.17 11.473742056224216
[DATA] 17300 20829.08 11.40043123633638
[DATA] 17400 21007.13 11.436952762370513
[DATA] 17500 21195.43 11.47616604516702
[DATA] 17600 21396.47 11.421535409709712
[DATA] 17700 21574.99 11.423531412046593
[DATA] 17800 21775.1 11.466193580449106
[DATA] 17900 21953.47 11.383044542370401
[DATA] 18000 22125.68 10.726095738345798
[DATA] 18100 22324.77 11.345322340883685
[DATA] 18200 22503.46 11.459671238642084
[DATA] 18300 22682.24 11.497600214942583
[DATA] 18400 22880.54 11.154390018430687
[DATA] 18500 23057.94 11.358261961994213
[DATA] 18600 23226.45 10.191697435932985
[DATA] 18700 23362.99 7.637826470387309
[DATA] 18800 23488.14 6.224671670177625
[DATA] 18900 23583.58 6.270118050874112
[DATA] 19000 23679.96 6.272750000948104
[DATA] 19100 23776.18 6.336694090735728
[DATA] 19200 23894.71 6.459580967299148
[DATA] 19300 23993.61 6.592014957126595
[DATA] 19400 24095.44 6.759716414675797
[DATA] 19500 24220.48 6.969521322223414
[DATA] 19600 24326.26 7.0283257433173505
[DATA] 19700 24453.65 7.141615004147966
[DATA] 19800 24561.86 7.383671788908461
[DATA] 19900 24694.02 7.561763269615766
[DATA] 20000 24807.28 7.689534431003296
[DATA] 20100 24943.59 7.873081471209944
[DATA] 20200 25080.6 7.9196240014125046
[DATA] 20300 25197.84 8.079822813616595
[DATA] 20400 25339.85 8.31419808968468
[DATA] 20500 25484.03 8.404371055157979
[DATA] 20600 25629.08 8.635662674139194
[DATA] 20700 25777.72 8.925137768148051
[DATA] 20800 25905.24 8.900473406113724
[DATA] 20900 26057.28 9.181917461750729
[DATA] 21000 26212.42 9.379822260622284
[DATA] 21100 26369.37 9.50591429923835
[DATA] 21200 26527.98 9.614826167541558
[DATA] 21300 26690.35 9.953260328555787
[DATA] 21400 26873.82 9.698320361535224
[DATA] 21500 27034.85 9.90615470294637
[DATA] 21600 27195.97 9.794654849270218
[DATA] 21700 27359.49 10.068037962192617
[DATA] 21800 27524.92 10.194194425660623
[DATA] 21900 27692.49 10.399848965125118
[DATA] 22000 27858.27 10.067313075111812
[DATA] 22100 28046.08 10.214336182143443
[DATA] 22200 28211.99 10.216642460420422
[DATA] 22300 28379.73 10.412617345226815
[DATA] 22400 28549.85 10.573514105888785
[DATA] 22500 28721.06 10.6660714673705
[DATA] 22600 28916.17 10.965905521603938
[DATA] 22700 29092.22 11.10997657923997
[DATA] 22800 29268.82 11.231727979668204
[DATA] 22900 29467.8 11.306290359696568
[DATA] 23000 29645.62 11.375596529412814
[DATA] 23100 29824.13 11.41951463981043
[DATA] 23200 30023.84 11.428649409106974
[DATA] 23300 30202.38 11.49125054951366
[DATA] 23400 30402.47 11.45207594606555
[DATA] 23500 30580.31 11.31592029956247
[DATA] 23600 30758.36 11.366225068343748
[DATA] 23700 30958.04 11.38093702627445
[DATA] 23800 31129.65 10.626199197422398
[DATA] 23900 31302.04 10.812148928302754
[DATA] 24000 31499.01 11.116689823477397
[DATA] 24100 31675.64 11.24524345344553
[DATA] 24200 31853.69 11.405115778946579
[DATA] 24300 32052.82 11.36242354328846
[DATA] 24400 32231.42 11.407586532819202
[DATA] 24500 32415.87 11.454439850629887
[DATA] 24600 32627.28 11.45127620186243
[DATA] 24700 32806.96 11.386846026973016
[DATA] 24800 32984.85 11.478065489949813
[DATA] 24900 33184.03 11.444554770963052
[DATA] 25000 33361.77 11.402686290130323
[DATA] 25100 33550.88 9.596318152789783
[DATA] 25200 33710.44 9.76457525917511
[DATA] 25300 33873.2 9.959726015173176
[DATA] 25400 34038.14 10.147720680122655
[DATA] 25500 34208.85 10.619178399341592
[DATA] 25600 34380.71 10.633616598863025
[DATA] 25700 34575.66 10.766162208992604
[DATA] 25800 34748.99 10.8557532622907
[DATA] 25900 34923.95 10.955551817706828
[DATA] 26000 35121.73 11.092563398066602
[DATA] 26100 35298.1 11.195183044459563
[DATA] 26200 35475.39 11.338306366508125
[DATA] 26300 35675.5 11.42227997782083
[DATA] 26400 35853.68 11.427271290802405
[DATA] 26500 36032.24 11.379293692268073
[DATA] 26600 36232.07 11.415558975262408
[DATA] 26700 36410.66 11.429206630747242
[DATA] 26800 36589.39 11.432928709494092
[DATA] 26900 36789.49 11.484306317367368
[DATA] 27000 36968.59 11.507202124077212
[DATA] 27100 37169.07 11.538934909779798
[DATA] 27200 37347.99 11.523259422491906
[DATA] 27300 37526.35 11.317706731272468
[DATA] 27400 37726.2 11.484323662781335
[DATA] 27500 37905.11 11.505837515323028
[DATA] 27600 38105.73 11.485454669842706
[DATA] 27700 38284.55 11.523242609376114
[DATA] 27800 38463.61 11.502261025985304
[DATA] 27900 38664.08 11.470607386702143
[DATA] 28000 38843.65 11.498310117142093
[DATA] 28100 39022.72 11.418811171215498
[DATA] 28200 39203.56 9.322709519924674
[DATA] 28300 39366.09 10.258805422308333
[DATA] 28400 39533.09 10.336382888537628
[DATA] 28500 39703.3 10.620882126216745
[DATA] 28600 39875.37 10.690752402373196
[DATA] 28700 40047.81 10.76491223189353
[DATA] 28800 40243.56 10.925747653348227
[DATA] 28900 40419.39 11.109714961593749
[DATA] 29000 40596.95 11.23940623496547
[DATA] 29100 40796.16 11.35414941443099
[DATA] 29200 40974.22 11.39511750512226
[DATA] 29300 41174.64 11.446562073406348
[DATA] 29400 41353.22 11.482581976560581
[DATA] 29500 41532.03 11.490588908448647
[DATA] 29600 41732.24 11.377584988625348
[DATA] 29700 41901.49 10.04947410384695
[DATA] 29800 42069.61 10.597444721883857
[DATA] 29900 42250.11 10.753446861778848
[DATA] 30000 42444.38 10.881953439107555
[DATA] 30100 42618.13 10.989763829331537
[DATA] 30200 42794.28 11.304298923456974
[DATA] 30300 42993.2 11.365915553239036
[DATA] 30400 43171.1 11.473340475144427
[DATA] 30500 43349.19 11.509396525400152
[DATA] 30600 43549.66 11.500349814574179
[DATA] 30700 43728.87 11.511664658926755
[DATA] 30800 43929.7 11.542663079472499
[DATA] 30900 44109.29 11.519819944717558
[DATA] 31000 44286.35 11.07034765214223
[DATA] 31100 44485.97 11.422456952448883
[DATA] 31200 44660.58 10.706969895830705
[DATA] 31300 44834.76 10.835036544290531
[DATA] 31400 45030.92 11.006497532094329
[DATA] 31500 45206.68 11.075997531160072
[DATA] 31600 45383.9 11.182952129551502
[DATA] 31700 45580.93 11.043348044588022
[DATA] 31800 45757.04 11.095093889669876
[DATA] 31900 45934.03 11.153736128488122
[DATA] 32000 46132.39 11.260650210798124
[DATA] 32100 46310.1 11.374462140335327
[DATA] 32200 46488.77 11.327188064890658
[DATA] 32300 46688.48 11.501182017972376
[DATA] 32400 46867.24 11.508098767043682
[DATA] 32500 47068.77 11.309501088382126
[DATA] 32600 47245.88 11.259973934327583
[DATA] 32700 47423.18 11.378890170161517
[DATA] 32800 47622.24 11.450637005702474
[DATA] 32900 47800.87 11.465344892907922
[DATA] 33000 48000.09 11.49959566346482
[DATA] 33100 48177.92 11.50881321333484
[DATA] 33200 48357.02 11.539094469712968
[DATA] 33300 48556.49 11.532464503036163
[DATA] 33400 48734.54 11.538584050836285
[DATA] 33500 48913.74 11.516193534598628
[DATA] 33600 49113.68 11.521699793532862
[DATA] 33700 49292.7 11.523548561564315
[DATA] 33800 49496.65 11.486949810946923
[DATA] 33900 49675.35 11.492962220622978
[DATA] 34000 49854.26 11.529138123953672
[DATA] 34100 50054.72 11.532723582066206
[DATA] 34200 50234.27 11.532437041807764
[DATA] 34300 50434.79 11.544656097673796
[DATA] 34400 50613.77 11.527503789672934
[DATA] 34500 50793.51 11.532727006681407
[DATA] 34600 50993.8 11.524277902596378
[DATA] 34700 51172.79 11.521804812768535
[DATA] 34800 51352.81 11.544138198759232
[DATA] 34900 51553.43 11.554094331424565
[DATA] 35000 51732.5 11.54314197062703
[DATA] 35100 51934.04 11.537694195955176
[DATA] 35200 52113.3 11.538041897910816
[DATA] 35300 52292.58 11.5438091978083
[DATA] 35400 52494.11 11.539024627614703
[DATA] 35500 52673.31 11.539335121709826
[DATA] 35600 52874.41 11.539269564486496
[DATA] 35700 53053.94 11.519922144569001
[DATA] 35800 53233.75 11.543838369792482
[DATA] 35900 53434.51 11.548555602221525
[DATA] 36000 53613.9 11.543737684968532
[DATA] 36100 53815.52 11.544228568081875
[DATA] 36200 53994.73 11.5385802775902
[DATA] 36300 54174.3 11.5483036712181
[DATA] 36400 54375.99 11.554439914128034
[DATA] 36500 54555.44 11.5441636476793
[DATA] 36600 54727.06 10.661970979598385
[DATA] 36700 54924.31 11.022858453531553
[DATA] 36800 55101.34 11.312922521835082
[DATA] 36900 55280.43 11.491101912370118
[DATA] 37000 55481.19 11.408846854358512
[DATA] 37100 55660.35 11.510947528315365
[DATA] 37200 55860.67 11.54956606379028
[DATA] 37300 56039.5 11.491113265957221
[DATA] 37400 56218.34 11.526546715299865
[DATA] 37500 56418.63 11.534462833817836
[DATA] 37600 56597.49 11.53109024360303
[DATA] 37700 56776.91 11.544694451783947
[DATA] 37800 56977.37 11.554691936763064
[DATA] 37900 57156.43 11.554143660345979
[DATA] 38000 57357.11 11.549806844392652
[DATA] 38100 57536.13 11.554204996047293
[DATA] 38200 57715.28 11.544357859519899
[DATA] 38300 57924.52 11.549962711940193
[DATA] 38400 58114.36 11.548876893542351
[DATA] 38500 58326.02 11.55415612108445
[DATA] 38600 58513.19 11.544224351600413
[DATA] 38700 58692.54 11.554406587855608
[DATA] 38800 58893.19 11.55431493813512
[DATA] 38900 59073.08 11.554390059735232
[DATA] 39000 59273.62 11.55008066561267
[DATA] 39100 59452.5 11.554197430189383
[DATA] 39200 59630.54 11.339624695798877
[DATA] 39300 59831.44 11.549193591121282
[DATA] 39400 60010.56 11.554333490732395
[DATA] 39500 60189.7 11.554280377675685
[DATA] 39600 60390.99 11.548697486395158
[DATA] 39700 60569.91 11.549114290260727
[DATA] 39800 60770.48 11.554424221208793
[DATA] 39900 60950.07 11.497430457995273
[DATA] 40000 61128.94 11.527790249658754
[DATA] 40100 61329.41 11.548817667927802
[DATA] 40200 61509.03 11.548924341242735
[DATA] 40300 61708.89 11.372657387864292
[DATA] 40400 61887.61 11.546964220801565
[DATA] 40500 62066.9 11.554291304310603
[DATA] 40600 62267.7 11.48473579707882
[DATA] 40700 62446.52 11.507181381643608
[DATA] 40800 62646.54 11.491782146673952
[DATA] 40900 62825.98 11.550168606330251
[DATA] 41000 63004.92 11.52844133532106
[DATA] 41100 63205.16 11.537978024168007
[DATA] 41200 63384.71 11.549065169409552
[DATA] 41300 63571.18 11.5489605065861
[DATA] 41400 63782.77 11.543430509980045
[DATA] 41500 63966.3 11.548770933887017
[DATA] 41600 64166.78 11.554242893553448
[DATA] 41700 64345.74 11.554236492199857
[DATA] 41800 64525.8 11.554757964956956
[DATA] 41900 64726.49 11.549270634464165
[DATA] 42000 64905.67 11.546070006769707
[DATA] 42100 65106.91 11.54902419850931
[DATA] 42200 65286.07 11.554298833206037
[DATA] 42300 65465.5 11.554171491322883
[DATA] 42400 65665.51 11.341133879779752
[DATA] 42500 65845.56 11.539782697383055
[DATA] 42600 66046.28 11.554244764547164
[DATA] 42700 66225.55 11.55453190856795
[DATA] 42800 66400.84 10.763440115890782
[DATA] 42900 66600.23 11.465904050355938
[DATA] 43000 66779.02 11.494262456046586
[DATA] 43100 66958.6 11.503107415344566
[DATA] 43200 67158.65 11.543557619440465
[DATA] 43300 67337.35 11.532421787937844
[DATA] 43400 67537.93 11.526648524130797
[DATA] 43500 67716.61 11.538064336024084
[DATA] 43600 67895.3 11.53235270757852
[DATA] 43700 68095.87 11.548961491761947
[DATA] 43800 68274.55 11.548618860666934
[DATA] 43900 68474.5 11.512035976547393
[DATA] 44000 68652.96 11.542935049514558
[DATA] 44100 68831.87 11.538223549829928
[DATA] 44200 69031.54 11.5291039743077
[DATA] 44300 69220.16 11.548789710923709
[DATA] 44400 69423.58 11.548744009561824
[DATA] 44500 69602.37 11.554214816744961
[DATA] 44600 69780.82 11.5542437892632
[DATA] 44700 69981.02 11.549296477153058
[DATA] 44800 70159.31 11.55440317117163
[DATA] 44900 70337.81 11.554376835074395
[DATA] 45000 70538.04 11.554225844279891
[DATA] 45100 70715.15 11.22831546872401
[DATA] 45200 70912.73 11.317277769915865
[DATA] 45300 71090.97 11.525271255696273
[DATA] 45400 71269.27 11.543316474228359
[DATA] 45500 71469.06 11.549958172086281
[DATA] 45600 71647.34 11.544439311133567
[DATA] 45700 71847.12 11.551269487855956
[DATA] 45800 72025.4 11.526164149590045
[DATA] 45900 72203.6 11.497527897194583
[DATA] 46000 72403.23 11.525486399896806
[DATA] 46100 72581.34 11.527428167093683
[DATA] 46200 72759.89 11.53799715813272
[DATA] 46300 72959.8 11.538683679132346
[DATA] 46400 73138.11 11.548752137216661
[DATA] 46500 73338.06 11.522650682131887
[DATA] 46600 73517.16 11.538040752572014
[DATA] 46700 73695.45 11.53262154882232
[DATA] 46800 73895.19 11.554876345595321
[DATA] 46900 74075.13 11.538218091621346
[DATA] 47000 74275.55 11.549224444001164
[DATA] 47100 74454.64 11.548814894817328
[DATA] 47200 74633.82 11.554094752201411
[DATA] 47300 74842.78 11.54426076364608
[DATA] 47400 75032.62 11.548537875826865
[DATA] 47500 75244.18 11.548533926406822
[DATA] 47600 75424.82 11.548852127231061
[DATA] 47700 75603.13 11.554436977558069
[DATA] 47800 75802.83 11.554030073881755
[DATA] 47900 75981.98 11.554381850028992
[DATA] 48000 76161.43 11.554020896088842
[DATA] 48100 76362.42 11.554175033503482
[DATA] 48200 76543.02 11.549172271485485
[DATA] 48300 76744.11 11.54867987412621
[DATA] 48400 76923.64 11.554097532943036
[DATA] 48500 77103.91 11.543657698073167
[DATA] 48600 77304.85 11.543470604085167
[DATA] 48700 77484.45 11.548517470824581
[DATA] 48800 77686.25 11.548607158993104
[DATA] 48900 77865.63 11.543987191198442
[DATA] 49000 78045.26 11.53592200359307
[DATA] 49100 78245.88 11.46673484081298
[DATA] 49200 78425.29 11.493192901551422
[DATA] 49300 78625.83 11.510082648676173
[DATA] 49400 78805.0 11.541140935828867
[DATA] 49500 78984.87 11.54915798723224
[DATA] 49600 79185.75 11.539060725034425
[DATA] 49700 79365.24 11.521720022255781
[DATA] 49800 79566.46 11.554228473094799
[DATA] 49900 79745.8 11.543500381170094
[DATA] 50000 79925.35 11.549222262847747
[DATA] 50100 80126.91 11.535814499678418
[DATA] 50200 80305.75 11.440884567786492
[DATA] 50300 80484.88 11.53740770537959
[DATA] 50400 80685.8 11.54865166549892
[DATA] 50500 80864.78 11.532353447249413
[DATA] 50600 81065.15 11.549163618882487
[DATA] 50700 81244.16 11.54399404609657
[DATA] 50800 81423.58 11.549413291479944
[DATA] 50900 81624.03 11.543939881327367
[DATA] 51000 81803.18 11.543852295788367
[DATA] 51100 82003.84 11.54872241241743
[DATA] 51200 82182.85 11.554369106720403
[DATA] 51300 82362.03 11.554393785622262
[DATA] 51400 82562.87 11.55402452764567
[DATA] 51500 82741.94 11.55426334295032
[DATA] 51600 82942.43 11.554444589346613
[DATA] 51700 83125.33 11.554568473753406
[DATA] 51800 83305.58 11.549238812261509
[DATA] 51900 83506.9 11.532602085175947
[DATA] 52000 83687.08 11.532903393503055
[DATA] 52100 83870.09 11.479029542284172
[DATA] 52200 84070.62 11.51493323272035
[DATA] 52300 84250.47 11.549393073245458
[DATA] 52400 84452.31 11.542835868421692
[DATA] 52500 84633.49 11.549345211552586
[DATA] 52600 84814.96 11.548612381463204
[DATA] 52700 85019.25 11.55418010501371
[DATA] 52800 85201.0 11.542746357596606
[DATA] 52900 85405.41 11.553964294300117
[DATA] 53000 85585.5 11.553996616128186
[DATA] 53100 85766.6 11.554068498188828
[DATA] 53200 85970.68 11.553801324631696
[DATA] 53300 86153.97 11.549693181710024
[DATA] 53400 86355.38 11.545236104452313
[DATA] 53500 86537.06 11.554155534996612
[DATA] 53600 86720.0 11.554316662963354
[DATA] 53700 86922.44 11.554506616863868
[DATA] 53800 87106.56 11.554125670695354
[DATA] 53900 87309.97 11.554466082953565
[DATA] 54000 87494.53 11.533356523029301
[DATA] 54100 87675.24 11.474583977086986
[DATA] 54200 87876.45 11.548428965116468
[DATA] 54300 88058.5 11.554111694214464
[DATA] 54400 88238.58 11.55383228196584
[DATA] 54500 88439.62 11.536872689999916
[DATA] 54600 88619.36 11.536918109602562
[DATA] 54700 88822.36 11.542587221160352
[DATA] 54800 89004.65 11.54749114999997
[DATA] 54900 89191.2 11.513293468023068
[DATA] 55000 89394.96 11.548695325986596
[DATA] 55100 89575.11 11.554037971828118
[DATA] 55200 89777.88 11.554162595296363
[DATA] 55300 89958.98 11.554214061424664
[DATA] 55400 90139.09 11.55413220925179
[DATA] 55500 90345.89 11.554090621784798
[DATA] 55600 90525.6 11.545793069157263
[DATA] 55700 90727.53 11.545925837323232
[DATA] 55800 90907.13 11.545707172811849
[DATA] 55900 91086.72 11.540224720331588
[DATA] 56000 91290.02 11.540974489623022
[DATA] 56100 91470.47 11.554139148178518
[DATA] 56200 91671.04 11.510603892348893
[DATA] 56300 91844.76 10.737349215193223
[DATA] 56400 92019.47 10.952515439279813
[DATA] 56500 92195.78 11.125307439915703
[DATA] 56600 92393.98 10.878224236586027
[DATA] 56700 92570.37 10.842886300371108
[DATA] 56800 92746.62 11.097861619092143
[DATA] 56900 92947.22 11.217524763270944
[DATA] 57000 93125.2 11.273242155941254
